insertId,jsonPayload.levelname,jsonPayload.message,"labels.""compute.googleapis.com/resource_id""","labels.""compute.googleapis.com/resource_name""","labels.""compute.googleapis.com/zone""","labels.""ml.googleapis.com/endpoint""","labels.""ml.googleapis.com/job_id/log_area""","labels.""ml.googleapis.com/job_state""","labels.""ml.googleapis.com/tpu_worker_id""","labels.""ml.googleapis.com/trial_id""","labels.""ml.googleapis.com/trial_type""",logName,receiveLocation,receiveTimestamp,resource.labels.job_id,resource.labels.project_id,resource.labels.task_name,resource.type,severity,textPayload,timestamp
15wbaxjfayvuzo,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:20:58.886833552Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:20:55.906107148Z
z8psotfa1vn2d,INFO,PipelineState.PIPELINE_STATE_RUNNING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:15:55.674780423Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:15:51.993398780Z
z8psotfa1vn2c,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:15:55.674780423Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:15:51.993336720Z
vn36icfdb9s11,INFO,PipelineState.PIPELINE_STATE_RUNNING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:10:51.493238571Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:10:48.033617659Z
vn36icfdb9s10,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:10:51.493238571Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:10:48.033498286Z
q314mefiv4ro8,INFO,PipelineState.PIPELINE_STATE_RUNNING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:05:47.293818440Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:05:44.184305681Z
q314mefiv4ro7,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:05:47.293818440Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:05:44.184257627Z
1erya5qfdx8bjy,INFO,PipelineState.PIPELINE_STATE_PENDING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:03:05.107955795Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:03:02.053606173Z
1erya5qfdx8bjx,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:03:05.107955795Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:03:02.053549710Z
13yzt26f87cchu,INFO,PipelineState.PIPELINE_STATE_PENDING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:01:43.960832016Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:01:40.946354041Z
13yzt26f87ccht,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:01:43.960832016Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:01:40.946297844Z
xkom9afdfy4aq,INFO,PipelineState.PIPELINE_STATE_PENDING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:01:03.799418783Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:01:00.401910748Z
xkom9afdfy4ap,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:01:03.799418783Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:01:00.401878314Z
1w9gbb4fbn98jm,INFO,PipelineState.PIPELINE_STATE_PENDING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:40.032238807Z
1w9gbb4fbn98jl,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:40.032188427Z
1w9gbb4fbn98jk,INFO,PipelineState.PIPELINE_STATE_PENDING,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:29.903972735Z
1w9gbb4fbn98jj,INFO,INFO:google.cloud.aiplatform.training_jobs:AutoMLTabularTrainingJob projects/780638309579/locations/us-central1/trainingPipelines/623146909371990016 current state:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:29.903927366Z
1w9gbb4fbn98ji,INFO,https://console.cloud.google.com/ai/platform/locations/us-central1/training/623146909371990016?project=780638309579,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.767014987Z
1w9gbb4fbn98jh,INFO,INFO:google.cloud.aiplatform.training_jobs:View Training:,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.766957547Z
1w9gbb4fbn98jg,INFO,resource name: projects/780638309579/locations/us-central1/datasets/8334695062239707136},5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.283192235Z
1w9gbb4fbn98jf,INFO,"method:<bound method AutoMLTabularTrainingJob.run of <google.cloud.aiplatform.training_jobs.AutoMLTabularTrainingJob object at 0x7822c13b82d0>> is being called with parameters {'budget_milli_node_hours': 1000, 'target_column': 'Class', 'dataset': <google.cloud.aiplatform.datasets.tabular_dataset.TabularDataset object at 0x7822c13b8a10> ",5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.283139026Z
1w9gbb4fbn98je,INFO,aiplatform://v1/projects/780638309579/locations/us-central1/datasets/8334695062239707136,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150204645Z
1w9gbb4fbn98jd,INFO,--method.dataset,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150197676Z
1w9gbb4fbn98jc,INFO,"[{""numeric"": {""column_name"": ""Area""}}, {""numeric"": {""column_name"": ""Perimeter""}}, {""numeric"": {""column_name"": ""MajorAxisLength""}}, {""numeric"": {""column_name"": ""MinorAxisLength""}}, {""numeric"": {""column_name"": ""AspectRation""}}, {""numeric"": {""column_name"": ""Eccentricity""}}, {""numeric"": {""column_name"": ""ConvexArea""}}, {""numeric"": {""column_name"": ""EquivDiameter""}}, {""numeric"": {""column_name"": ""Extent""}}, {""numeric"": {""column_name"": ""Solidity""}}, {""numeric"": {""column_name"": ""roundness""}}, {""numeric"": {""column_name"": ""Compactness""}}, {""numeric"": {""column_name"": ""ShapeFactor1""}}, {""numeric"": {""column_name"": ""ShapeFactor2""}}, {""numeric"": {""column_name"": ""ShapeFactor3""}}, {""numeric"": {""column_name"": ""ShapeFactor4""}}, {""categorical"": {""column_name"": ""Class""}}]",5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150190278Z
1w9gbb4fbn98jb,INFO,--init.column_transformations,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150183424Z
1w9gbb4fbn98ja,INFO,automl-beans1697993812,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150176972Z
1w9gbb4fbn98j9,INFO,--init.display_name,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150170881Z
1w9gbb4fbn98j8,INFO,qwiklabs-gcp-03-0f91e49b4fd6,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150165035Z
1w9gbb4fbn98j7,INFO,--init.project,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150152851Z
1w9gbb4fbn98j6,INFO,gs://qwiklabs-gcp-03-0f91e49b4fd6-bucket/pipeline_root/780638309579/automl-tab-beans-training-v2-20231022165653/automltabulartrainingjob-run_4950971529820110848/model,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150145945Z
1w9gbb4fbn98j5,INFO,--resource_name_output_artifact_uri,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150138659Z
1w9gbb4fbn98j4,INFO,Class,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150132412Z
1w9gbb4fbn98j3,INFO,--method.target_column,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150126201Z
1w9gbb4fbn98j2,INFO,1000,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150119297Z
1w9gbb4fbn98j1,INFO,--method.budget_milli_node_hours,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150112746Z
1w9gbb4fbn98j0,INFO,classification,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150103245Z
1w9gbb4fbn98iz,INFO,--init.optimization_prediction_type,5938196076922728443,gke-cml-1022-164151--e2-standard-4-43-6e745f34-0n8p,us-central1-b,,root,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/workerpool0-0,,2023-10-22T17:00:58.689401955Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,workerpool0-0,ml_job,INFO,,2023-10-22T17:00:24.150026169Z
1w9cpold2gwn,,,,,,,,RUNNING,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/ml.googleapis.com%2F7361657851825094656,,2023-10-22T17:00:24.285219505Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,service,ml_job,INFO,Job is running.,2023-10-22T17:00:23.164210766Z
1w9cpold2gvj,,,,,,,,PREPARING,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/ml.googleapis.com%2F7361657851825094656,,2023-10-22T17:00:13.278468658Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,service,ml_job,INFO,Job is preparing.,2023-10-22T17:00:12.438414255Z
1w9cpold2gv7,,,,,,,,,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/ml.googleapis.com%2F7361657851825094656,,2023-10-22T17:00:11.299255356Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,service,ml_job,INFO,Waiting for training program to start.,2023-10-22T17:00:10.311057957Z
1w9cpold2gv6,,,,,,,,QUEUED,,,,projects/qwiklabs-gcp-03-0f91e49b4fd6/logs/ml.googleapis.com%2F7361657851825094656,,2023-10-22T17:00:11.299255356Z,7361657851825094656,qwiklabs-gcp-03-0f91e49b4fd6,service,ml_job,INFO,Waiting for job to be provisioned.,2023-10-22T17:00:10.026513611Z
